"","V1","V2","V3","V4","V5","V6","value"
"3174","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g47919.t1",152,-22.72,"90.91%","90.91%",-0.880277444574764
"3376","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g43200.t1",162,-25.25,"76.47%","82.35%",-0.91918380637834
"3377","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g43202.t1",144,-20.4,"76.92%","84.62%",-0.898515146114514
"5530","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g30244.t1",158,-22.41,"71.43%","80.95%",-0.873410130196264
"6487","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g34649.t1",155,-24.74,"75.00%","87.50%",-0.827769159252779
"6536","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g38269.t1",168,-27.35,"86.67%","93.33%",-0.701130562404131
"6582","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g41306.t1",164,-26.34,"86.67%","86.67%",-0.801806131058794
"6742","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g50348.t1",167,-28.31,"92.86%","92.86%",-0.887813454486739
"6752","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g5291.t1",151,-21.14,"90.00%","100.00%",-0.748271369709947
"6987","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g8825.t1b",176,-36.25,"93.33%","100.00%",-0.855512324622006
"7010","Montipora_capitata_HIv3___Scaffold_14_1017829","Montipora_capitata_HIv3___RNAseq.g20479.t1",149,-20.63,"80.00%","80.00%",-0.808609769549673
"7627","Montipora_capitata_HIv3___Scaffold_14_992284","Montipora_capitata_HIv3___RNAseq.g15717.t1",155,-23.25,"70.83%","70.83%",-0.705913923924203
"8495","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.34795_t",162,-21.61,"70.59%","88.24%",-0.914520704733813
"8625","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g20213.t1",150,-24.14,"65.00%","75.00%",-0.90291876762226
"8829","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g35142.t1",158,-24.63,"66.67%","80.95%",-0.722653095554685
"8869","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g37682.t1",162,-26.05,"84.62%","100.00%",-0.789839959230438
"9013","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g47919.t1",152,-22.72,"90.91%","90.91%",-0.880277444574764
"9215","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g43200.t1",162,-25.25,"76.47%","82.35%",-0.91918380637834
"9216","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g43202.t1",144,-20.4,"76.92%","84.62%",-0.898515146114514
"9277","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g12862.t1",171,-20.53,"77.78%","88.89%",-0.898805963677323
"9304","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g16339.t1",171,-23.28,"72.73%","77.27%",-0.800633024104384
"9333","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g19576.t1",161,-20.09,"91.67%","100.00%",-0.833848082443581
"9564","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g49995.t1",177,-24.08,"72.73%","90.91%",-0.749868042157155
"9989","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g40111.t1",159,-20.34,"76.47%","88.24%",-0.96477692616187
"10327","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g27097.t1",163,-21.93,"83.33%","88.89%",-0.938337665368972
"10477","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g602.t1",148,-20.12,"70.59%","76.47%",-0.879266485644395
"10794","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g24296.t1b",152,-20.48,"76.47%","76.47%",-0.726522382518435
"11842","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___RNAseq.g29807.t1",149,-22.53,"62.50%","79.17%",-0.891297269341681
"12607","Montipora_capitata_HIv3___Scaffold_3_149822","Montipora_capitata_HIv3___RNAseq.g35537.t1",160,-21.66,"73.68%","84.21%",-0.766285927477154
"14516","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g48124.t1",143,-23.46,"70.00%","70.00%",-0.737383284388646
"14732","Montipora_capitata_HIv3___Scaffold_5_375083","Montipora_capitata_HIv3___RNAseq.g35140.t1",202,-33.25,"95.24%","95.24%",-0.724423294078527
"15258","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g4226.t1",153,-23.15,"72.22%","77.78%",-0.934369786961108
"16887","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g400.t1",157,-22.19,"68.75%","87.50%",-0.773815444330091
"17018","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g49671.t1",162,-20.16,"73.68%","84.21%",-0.704055551356529
"17287","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g18243.t1",141,-21.16,"87.50%","100.00%",-0.749621901192239
"19555","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g15566.t1",161,-21.55,"70.00%","90.00%",-0.898174446900161
"24158","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g12054.t1",160,-20.33,"75.00%","85.00%",-0.851532129403505
"24163","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g12154.t1",152,-20.75,"61.90%","76.19%",-0.711100692378586
"24398","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g304.t1",145,-24.78,"65.22%","69.57%",-0.966401164099845
"24446","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g34030.t1",163,-22.22,"75.00%","80.00%",-0.756898057347451
"24632","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g46296.t1",151,-20.11,"60.87%","78.26%",-0.986850097076924
"24786","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g15999.t1",162,-29.29,"75.00%","80.00%",-0.948858776660873
"24835","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g28183.t1",156,-22.73,"76.19%","76.19%",-0.759118010605628
"25140","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g47573.t1",156,-22.57,"76.19%","80.95%",-0.943466583202504
"1665","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g30414.t1",146,-21.5,"88.89%","100.00%",-0.774318916376283
"1772","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g37434.t1",155,-22.95,"55.56%","88.89%",-0.946495073494757
"1942","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g50103.t1",156,-23.74,"80.00%","80.00%",-0.906668127485646
"2920","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g30414.t1",146,-21.5,"88.89%","100.00%",-0.774318916376283
"3027","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g37434.t1",155,-22.95,"55.56%","88.89%",-0.946495073494757
"3197","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g50103.t1",156,-23.74,"80.00%","80.00%",-0.906668127485646
"3562","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g18355.t1",140,-20.1,"100.00%","100.00%",-0.861286669533449
"4050","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g41634.t1",148,-22.44,"72.22%","72.22%",-0.804379341324967
"5536","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g30650.t1",166,-24.26,"78.95%","84.21%",-0.822497301335467
"6376","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g27212.t1",142,-20.29,"77.78%","100.00%",-0.886690196777723
"6437","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g31249.t1",151,-23.01,"90.00%","100.00%",-0.747121215083664
"7092","Montipora_capitata_HIv3___Scaffold_14_1017829","Montipora_capitata_HIv3___RNAseq.g7122.t1",160,-21.1,"100.00%","100.00%",-0.703739999057786
"8759","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g30414.t1",146,-21.5,"88.89%","100.00%",-0.774318916376283
"8866","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g37434.t1",155,-22.95,"55.56%","88.89%",-0.946495073494757
"9036","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g50103.t1",156,-23.74,"80.00%","80.00%",-0.906668127485646
"9992","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g40234.t1",160,-20.6,"66.67%","80.95%",-0.944631713572294
"10459","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g48055.t1",159,-21.63,"69.23%","73.08%",-0.778000641854605
"10724","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g19104.t1",160,-27.56,"82.35%","82.35%",-0.742804747730027
"11108","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g47225.t1",152,-21.33,"76.47%","76.47%",-0.754416177855523
"11177","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g723.t1",159,-20.21,"78.57%","92.86%",-0.72169974768939
"11263","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g24504.t1c",141,-26.14,"57.69%","65.38%",-0.74603783067625
"11276","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g28815.t1",186,-41.61,"94.12%","100.00%",-0.726775761933844
"11987","Montipora_capitata_HIv3___Scaffold_2_96328","Montipora_capitata_HIv3___TS.g11149.t2",166,-23.89,"75.00%","85.00%",-0.806379966518855
"12101","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g18574.t2",167,-20.21,"70.83%","83.33%",-0.854536673870255
"12935","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g32174.t1",192,-41.26,"94.74%","94.74%",-0.933376974107001
"12960","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g36906.t1",150,-20.6,"68.42%","73.68%",-0.797041545042715
"12979","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g40840.t1",149,-22.24,"71.43%","71.43%",-0.956293605554009
"13282","Montipora_capitata_HIv3___Scaffold_5_307262","Montipora_capitata_HIv3___RNAseq.g1217.t1",171,-29.04,"81.82%","81.82%",-0.807758312970925
"13300","Montipora_capitata_HIv3___Scaffold_5_307262","Montipora_capitata_HIv3___RNAseq.g15880.t1b",148,-20.64,"63.16%","68.42%",-0.878528580505011
"16227","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g41139.t1",140,-24.02,"100.00%","100.00%",-0.710481522948086
"17424","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g40234.t1",150,-22.83,"100.00%","100.00%",-0.879070695927975
"17429","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g41139.t1",150,-21.94,"76.47%","76.47%",-0.744729768632954
"17849","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g39893.t1",161,-25.23,"75.00%","80.00%",-0.813045142910378
"17883","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g44529.t1",144,-22.06,"57.14%","67.86%",-0.921830412253051
"20992","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___TS.g11149.t2",166,-22.4,"75.00%","85.00%",-0.806534893503295
"22507","Montipora_capitata_HIv3___Scaffold_8_586427","Montipora_capitata_HIv3___RNAseq.g30591.t1",163,-21.66,"71.43%","80.95%",-0.810508601687799
"24161","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g12113.t1b",149,-20.67,"70.00%","75.00%",-0.874297403860676
"24258","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g20157.t1",148,-23.04,"59.26%","70.37%",-0.743798297749535
"24350","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g26953.t1",149,-20.74,"61.11%","83.33%",-0.751422105202363
"24409","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g3110.t1",163,-20.83,"66.67%","88.89%",-0.848261735184981
"24613","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g44820.t1",153,-21.11,"75.00%","100.00%",-0.866276224908514
"24649","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g47225.t1",150,-22.17,"68.42%","73.68%",-0.814884284809356
"24685","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g50241.t1a",143,-23.3,"65.00%","75.00%",-0.837392615896489
"24707","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g5923.t1b",169,-23.55,"70.00%","85.00%",-0.892420647913672
"930","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g20723.t1",165,-25.43,"80.95%","80.95%",-0.764338350477944
"1822","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535
"2148","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329
"3077","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535
"3403","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329
"6068","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g42482.t1",157,-20.09,"75.00%","81.25%",-0.851816742936028
"6119","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.24201_t",154,-27.07,"80.00%","86.67%",-0.861139017430754
"6656","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g45524.t1",147,-20.94,"75.00%","75.00%",-0.823222216219044
"6955","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___TS.g45572.t1b",147,-23.18,"83.33%","91.67%",-0.882994489657266
"7314","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___RNAseq.g39971.t1",154,-22.11,"76.92%","92.31%",-0.773133844627705
"7442","Montipora_capitata_HIv3___Scaffold_14_1018693","Montipora_capitata_HIv3___TS.g33445.t1",151,-25.7,"66.67%","70.83%",-0.720940491470554
"7568","Montipora_capitata_HIv3___Scaffold_1_4183","Montipora_capitata_HIv3___TS.g27040.t4",176,-25.73,"80.95%","85.71%",-0.966825171522171
"8916","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g40619.t1",146,-22.15,"66.67%","77.78%",-0.729620954403535
"9242","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g6206.t1",150,-21.68,"60.00%","80.00%",-0.740495325678329
"9652","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___TS.g29852.t2",167,-21.63,"80.00%","80.00%",-0.903910057391043
"10008","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g40997.t1",152,-20.22,"81.82%","100.00%",-0.894557208697503
"10169","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___TS.g31962.t1",156,-21.91,"62.50%","79.17%",-0.766219379508537
"10676","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g16019.t1",151,-20.98,"70.59%","82.35%",-0.80099050447859
"10783","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g23527.t1",160,-21.46,"76.47%","88.24%",-0.823166173168042
"11232","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g13980.t1a",150,-20.68,"70.59%","82.35%",-0.721235900998409
"12433","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___TS.g33445.t1",158,-21.56,"73.91%","73.91%",-0.782858244367125
"12444","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___TS.g3990.t2b",161,-20.8,"81.25%","81.25%",-0.881177378841996
"12873","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g22827.t1",155,-20.8,"70.00%","75.00%",-0.851962442085055
"13070","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___TS.g15396.t1a",192,-41.26,"94.74%","94.74%",-0.891834421213182
"14423","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g26641.t1",147,-21.74,"90.00%","90.00%",-0.748708112514046
"14494","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g43025.t1",161,-21.18,"62.50%","100.00%",-0.780869028843095
"15939","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g13544.t1",147,-24.69,"68.42%","73.68%",-0.750982110240955
"17205","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___TS.g45886.t3",174,-23.08,"84.21%","89.47%",-0.761855076644367
"17445","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g45170.t1",146,-24.1,"64.71%","70.59%",-0.826743941006375
"17759","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g3027.t1a",168,-24.43,"70.83%","83.33%",-0.813671319056943
"19905","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g49908.t2",151,-22.69,"63.64%","77.27%",-0.754630987668449
"20953","Montipora_capitata_HIv3___Scaffold_8_565039","Montipora_capitata_HIv3___RNAseq.g49908.t2",150,-20.08,"100.00%","100.00%",-0.895695992373346
"24209","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g15625.t1",165,-28.96,"70.00%","80.00%",-0.956795664518055
"24274","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g21393.t1",151,-22.38,"90.00%","100.00%",-0.744463535268265
"24306","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g23727.t1",142,-22.75,"52.38%","66.67%",-0.790796296767287
"24371","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g2874.t1",151,-26.5,"60.00%","76.00%",-0.708267260718765
"24444","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g33919.t1",153,-21.08,"62.50%","87.50%",-0.79696368914109
"24729","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g7228.t1",160,-23.95,"77.78%","83.33%",-0.709950612922953
"25152","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g49565.t1",153,-20.3,"60.00%","75.00%",-0.980009956020311
"25426","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___TS.g14409.t1",164,-22.07,"82.35%","88.24%",-0.7529756176547
"485","Montipora_capitata_HIv3___Scaffold_10_645863","Montipora_capitata_HIv3___RNAseq.g13643.t1",152,-21.45,"66.67%","71.43%",-0.784193371410955
"855","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g13532.t1",145,-20.15,"100.00%","100.00%",-0.804100551224987
"1399","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.14746_t",149,-20.54,"66.67%","77.78%",-0.750660191503959
"1444","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g13062.t1",153,-23.76,"68.42%","78.95%",-0.709259350460771
"1449","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g13478.t1",169,-32.59,"78.95%","89.47%",-0.71942752731168
"1849","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g41642.t1",156,-24.15,"90.91%","100.00%",-0.928472617869049
"2078","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g30350.t1",150,-20.98,"65.00%","75.00%",-0.786121485409466
"2144","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g5012.t1",146,-20.16,"64.71%","70.59%",-0.95263846383354
"2247","Montipora_capitata_HIv3___Scaffold_11_787579","Montipora_capitata_HIv3___RNAseq.g38823.t1",158,-20.69,"63.64%","81.82%",-0.750800935712538
"2303","Montipora_capitata_HIv3___Scaffold_11_796076","Montipora_capitata_HIv3___RNAseq.g38823.t1",158,-20.69,"63.64%","81.82%",-0.750800935712538
"2623","Montipora_capitata_HIv3___Scaffold_11_816162","Montipora_capitata_HIv3___RNAseq.g38823.t1",158,-20.69,"63.64%","81.82%",-0.750800935712538
"2654","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.14746_t",149,-20.54,"66.67%","77.78%",-0.750660191503959
"2699","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g13062.t1",153,-23.76,"68.42%","78.95%",-0.709259350460771
"2704","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g13478.t1",169,-32.59,"78.95%","89.47%",-0.71942752731168
"3104","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g41642.t1",156,-24.15,"90.91%","100.00%",-0.928472617869049
"3333","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g30350.t1",150,-20.98,"65.00%","75.00%",-0.786121485409466
"3399","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g5012.t1",146,-20.16,"64.71%","70.59%",-0.95263846383354
"3498","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g14599.t1",154,-28.48,"70.00%","75.00%",-0.859858264756112
"5974","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___TS.g21462.t1",147,-20.25,"61.11%","72.22%",-0.740494851242462
"6738","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g49884.t1",152,-22.91,"84.62%","92.31%",-0.714988130863037
"7501","Montipora_capitata_HIv3___Scaffold_1_4183","Montipora_capitata_HIv3___RNAseq.g25329.t1",175,-22.5,"77.78%","94.44%",-0.976588700218573
"8493","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.14746_t",149,-20.54,"66.67%","77.78%",-0.750660191503959
"8538","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g13062.t1",153,-23.76,"68.42%","78.95%",-0.709259350460771
"8543","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g13478.t1",169,-32.59,"78.95%","89.47%",-0.71942752731168
"8943","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g41642.t1",156,-24.15,"90.91%","100.00%",-0.928472617869049
"9172","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g30350.t1",150,-20.98,"65.00%","75.00%",-0.786121485409466
"9238","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g5012.t1",146,-20.16,"64.71%","70.59%",-0.95263846383354
"9296","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g15864.t1",163,-20.88,"68.18%","72.73%",-0.753535884283668
"9565","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g50115.t1",162,-20.79,"61.54%","76.92%",-0.876823944235728
"9734","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g11835.t1",165,-23.83,"72.73%","77.27%",-0.918795890622669
"10475","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g565.t2",160,-20.22,"66.67%","80.95%",-0.735651928775925
"10631","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g13470.t2",173,-27.48,"87.50%","93.75%",-0.875501441938686
"10907","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g33119.t1",152,-20.84,"70.59%","82.35%",-0.913706220144556
"11210","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g9815.t1",152,-20.92,"70.59%","82.35%",-0.761584727642847
"11392","Montipora_capitata_HIv3___Scaffold_2_87665","Montipora_capitata_HIv3___RNAseq.g13643.t1",152,-21.45,"66.67%","71.43%",-0.784193371410955
"13021","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g46378.t1",142,-21.59,"63.16%","68.42%",-0.741460890864615
"13999","Montipora_capitata_HIv3___Scaffold_5_322659","Montipora_capitata_HIv3___RNAseq.g13643.t1",152,-21.45,"66.67%","71.43%",-0.784193371410955
"15164","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g32679.t1",166,-21.04,"76.19%","85.71%",-0.707860161676929
"15213","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g37570.t1",150,-23.16,"70.00%","70.00%",-0.831954647284258
"15558","Montipora_capitata_HIv3___Scaffold_6_419669","Montipora_capitata_HIv3___RNAseq.g13643.t1",152,-21.45,"66.67%","71.43%",-0.784193371410955
"16331","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g50115.t1",165,-20.11,"81.25%","87.50%",-0.74601022663768
