"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","X","V1","V3","V4","V5","V6","value","sig.prop"
"105","Montipora_capitata_HIv3___TS.g1787.t1","GO:0032534","regulation of microvillus assembly",9,2,0.29,0.03179,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.222222222222222
"106","Montipora_capitata_HIv3___TS.g1787.t1","GO:0034440","lipid oxidation",85,5,2.73,0.003,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.0588235294117647
"107","Montipora_capitata_HIv3___TS.g1787.t1","GO:0042593","glucose homeostasis",221,11,7.09,0.02396,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.0497737556561086
"108","Montipora_capitata_HIv3___TS.g1787.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.0457142857142857
"109","Montipora_capitata_HIv3___TS.g1787.t1","GO:0050796","regulation of insulin secretion",145,10,4.65,0.00539,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.0689655172413793
"110","Montipora_capitata_HIv3___TS.g1787.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.0400381315538608
"111","Montipora_capitata_HIv3___TS.g1787.t1","GO:0055091","phospholipid homeostasis",7,2,0.22,0.01935,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.285714285714286
"112","Montipora_capitata_HIv3___TS.g1787.t1","GO:0060395","SMAD protein signal transduction",47,8,1.51,1e-04,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.170212765957447
"113","Montipora_capitata_HIv3___TS.g1787.t1","GO:0060398","regulation of growth hormone receptor signaling pat...",7,2,0.22,0.01935,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.285714285714286
"114","Montipora_capitata_HIv3___TS.g1787.t1","GO:0070828","heterochromatin organization",37,4,1.19,0.02982,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.108108108108108
"115","Montipora_capitata_HIv3___TS.g1787.t1","GO:0071548","response to dexamethasone",36,5,1.15,0.00903,"Biological Processes",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.138888888888889
"116","Montipora_capitata_HIv3___RNAseq.g39971.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",7314,"Montipora_capitata_HIv3___Scaffold_14_1018693",154,-22.11,"76.92%","92.31%",-0.773133844627705,0.0411522633744856
"117","Montipora_capitata_HIv3___RNAseq.g39971.t1","GO:0035973","aggrephagy",8,2,0.26,0.02526,"Biological Processes",7314,"Montipora_capitata_HIv3___Scaffold_14_1018693",154,-22.11,"76.92%","92.31%",-0.773133844627705,0.25
"118","Montipora_capitata_HIv3___RNAseq.g39971.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",7314,"Montipora_capitata_HIv3___Scaffold_14_1018693",154,-22.11,"76.92%","92.31%",-0.773133844627705,0.0303806734992679
"119","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.0468085106382979
"120","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.0411522633744856
"121","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0018393","internal peptidyl-lysine acetylation",110,8,3.53,0.02483,"Biological Processes",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.0727272727272727
"122","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0036216","cellular response to stem cell factor stimulus",3,2,0.1,0.03197,"Biological Processes",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.666666666666667
"123","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0050796","regulation of insulin secretion",145,10,4.65,0.00539,"Biological Processes",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.0689655172413793
"124","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.0400381315538608
"125","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.0303806734992679
"126","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0071361","cellular response to ethanol",17,3,0.55,0.0159,"Biological Processes",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.176470588235294
"127","Montipora_capitata_HIv3___TS.g41564.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",6064,"Montipora_capitata_HIv3___Scaffold_13_949160",168,-22.21,"73.68%","84.21%",-0.797135811540541,0.0468085106382979
"128","Montipora_capitata_HIv3___TS.g41564.t1","GO:0018026","peptidyl-lysine monomethylation",6,2,0.19,0.01412,"Biological Processes",6064,"Montipora_capitata_HIv3___Scaffold_13_949160",168,-22.21,"73.68%","84.21%",-0.797135811540541,0.333333333333333
"129","Montipora_capitata_HIv3___TS.g41564.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",6064,"Montipora_capitata_HIv3___Scaffold_13_949160",168,-22.21,"73.68%","84.21%",-0.797135811540541,0.0400381315538608
"130","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",10218,"Montipora_capitata_HIv3___Scaffold_2_67225",142,-21.4,"60.00%","68.00%",-0.786091186973972,0.0468085106382979
"131","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",17577,"Montipora_capitata_HIv3___Scaffold_8_508612",156,-22.93,"68.00%","72.00%",-0.920795092212171,0.0468085106382979
"132","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0018026","peptidyl-lysine monomethylation",6,2,0.19,0.01412,"Biological Processes",10218,"Montipora_capitata_HIv3___Scaffold_2_67225",142,-21.4,"60.00%","68.00%",-0.786091186973972,0.333333333333333
"133","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0018026","peptidyl-lysine monomethylation",6,2,0.19,0.01412,"Biological Processes",17577,"Montipora_capitata_HIv3___Scaffold_8_508612",156,-22.93,"68.00%","72.00%",-0.920795092212171,0.333333333333333
"134","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",10218,"Montipora_capitata_HIv3___Scaffold_2_67225",142,-21.4,"60.00%","68.00%",-0.786091186973972,0.0400381315538608
"135","Montipora_capitata_HIv3___RNAseq.23198_t","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",17577,"Montipora_capitata_HIv3___Scaffold_8_508612",156,-22.93,"68.00%","72.00%",-0.920795092212171,0.0400381315538608
"136","Montipora_capitata_HIv3___RNAseq.g25599.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",19669,"Montipora_capitata_HIv3___Scaffold_8_542727",166,-24.05,"75.00%","85.00%",-0.796044720203406,0.0411522633744856
"137","Montipora_capitata_HIv3___RNAseq.g25599.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",19669,"Montipora_capitata_HIv3___Scaffold_8_542727",166,-24.05,"75.00%","85.00%",-0.796044720203406,0.0303806734992679
"138","Montipora_capitata_HIv3___RNAseq.g20402.t1","GO:0016042","lipid catabolic process",228,7,7.31,0.0256,"Biological Processes",24260,"Montipora_capitata_HIv3___Scaffold_9_613239",143,-26.39,"68.75%","75.00%",-0.814967519376408,0.0307017543859649
"139","Montipora_capitata_HIv3___RNAseq.g20402.t1","GO:0032496","response to lipopolysaccharide",223,12,7.15,0.00657,"Biological Processes",24260,"Montipora_capitata_HIv3___Scaffold_9_613239",143,-26.39,"68.75%","75.00%",-0.814967519376408,0.0538116591928251
"140","Montipora_capitata_HIv3___RNAseq.g20402.t1","GO:0042167","heme catabolic process",6,2,0.19,0.01412,"Biological Processes",24260,"Montipora_capitata_HIv3___Scaffold_9_613239",143,-26.39,"68.75%","75.00%",-0.814967519376408,0.333333333333333
"141","Montipora_capitata_HIv3___RNAseq.g20402.t1","GO:0071361","cellular response to ethanol",17,3,0.55,0.0159,"Biological Processes",24260,"Montipora_capitata_HIv3___Scaffold_9_613239",143,-26.39,"68.75%","75.00%",-0.814967519376408,0.176470588235294
"142","Montipora_capitata_HIv3___TS.g46454.t2","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",21232,"Montipora_capitata_HIv3___Scaffold_8_578139",164,-22.24,"71.43%","80.95%",-0.716615143645298,0.0303806734992679
"143","Montipora_capitata_HIv3___RNAseq.g34447.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",25072,"Montipora_capitata_HIv3___Scaffold_9_617967",170,-24.2,"80.95%","85.71%",-0.911955640529463,0.0457142857142857
"144","Montipora_capitata_HIv3___RNAseq.g34447.t1","GO:1900044","regulation of protein K63-linked ubiquitination",9,2,0.29,0.03179,"Biological Processes",25072,"Montipora_capitata_HIv3___Scaffold_9_617967",170,-24.2,"80.95%","85.71%",-0.911955640529463,0.222222222222222
"145","Montipora_capitata_HIv3___RNAseq.g34447.t1","GO:1902498","regulation of protein autoubiquitination",4,2,0.13,0.00589,"Biological Processes",25072,"Montipora_capitata_HIv3___Scaffold_9_617967",170,-24.2,"80.95%","85.71%",-0.911955640529463,0.5
"146","Montipora_capitata_HIv3___RNAseq.g12862.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",9277,"Montipora_capitata_HIv3___Scaffold_2_124999",171,-20.53,"77.78%","88.89%",-0.898805963677323,0.0303806734992679
"147","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.0411522633744856
"148","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0008360","regulation of cell shape",119,8,3.82,0.01906,"Biological Processes",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.0672268907563025
"149","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.0282131661442006
"150","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0051497","negative regulation of stress fiber assembly",13,3,0.42,0.00735,"Biological Processes",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.230769230769231
"151","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0060395","SMAD protein signal transduction",47,8,1.51,1e-04,"Biological Processes",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.170212765957447
"152","Montipora_capitata_HIv3___RNAseq.g47035.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",4152,"Montipora_capitata_HIv3___Scaffold_11_841599",140,-20.99,"100.00%","100.00%",-0.742355873579671,0.0411522633744856
"153","Montipora_capitata_HIv3___RNAseq.g47035.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",4152,"Montipora_capitata_HIv3___Scaffold_11_841599",140,-20.99,"100.00%","100.00%",-0.742355873579671,0.0303806734992679
"154","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0005989","lactose biosynthetic process",1,1,0.03,0.03207,"Biological Processes",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,1
"155","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0009749","response to glucose",178,9,5.71,0.01824,"Biological Processes",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.050561797752809
"156","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0019852","L-ascorbic acid metabolic process",18,3,0.58,0.01864,"Biological Processes",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.166666666666667
"157","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0042593","glucose homeostasis",221,11,7.09,0.02396,"Biological Processes",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.0497737556561086
"158","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0042908","xenobiotic transport",87,4,2.79,0.03204,"Biological Processes",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.0459770114942529
"159","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0050796","regulation of insulin secretion",145,10,4.65,0.00539,"Biological Processes",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.0689655172413793
"160","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0070837","dehydroascorbic acid transport",8,3,0.26,0.00162,"Biological Processes",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.375
"161","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0071548","response to dexamethasone",36,5,1.15,0.00903,"Biological Processes",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.138888888888889
"162","Montipora_capitata_HIv3___TS.g4478.t1","GO:0010916","negative regulation of very-low-density lipoprotein...",1,1,0.03,0.03207,"Biological Processes",24892,"Montipora_capitata_HIv3___Scaffold_9_613239",141,-21.16,"87.50%","100.00%",-0.901623374751653,1
"163","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",11807,"Montipora_capitata_HIv3___Scaffold_2_96328",159,-22.26,"71.43%","76.19%",-0.961304584588143,0.0282131661442006
"164","Montipora_capitata_HIv3___RNAseq.g24530.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",20826,"Montipora_capitata_HIv3___Scaffold_8_565039",159,-20.99,"71.43%","76.19%",-0.961292302330961,0.0282131661442006
"165","Montipora_capitata_HIv3___TS.g4095.t4","GO:0001964","startle response",32,4,1.03,0.03184,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.125
"166","Montipora_capitata_HIv3___TS.g4095.t4","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0411522633744856
"167","Montipora_capitata_HIv3___TS.g4095.t4","GO:0008360","regulation of cell shape",119,8,3.82,0.01906,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0672268907563025
"168","Montipora_capitata_HIv3___TS.g4095.t4","GO:0010666","positive regulation of cardiac muscle cell apoptoti...",8,2,0.26,0.02526,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.25
"169","Montipora_capitata_HIv3___TS.g4095.t4","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0282131661442006
"170","Montipora_capitata_HIv3___TS.g4095.t4","GO:0034766","negative regulation of monoatomic ion transmembrane...",56,3,1.8,0.03204,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0535714285714286
"171","Montipora_capitata_HIv3___TS.g4095.t4","GO:0035212","cell competition in a multicellular organism",16,5,0.51,0.00011,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.3125
"172","Montipora_capitata_HIv3___TS.g4095.t4","GO:0045736","negative regulation of cyclin-dependent protein ser...",17,5,0.55,0.00015,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.294117647058824
"173","Montipora_capitata_HIv3___TS.g4095.t4","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0457142857142857
"174","Montipora_capitata_HIv3___TS.g4095.t4","GO:0050765","negative regulation of phagocytosis",13,3,0.42,0.00735,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.230769230769231
"175","Montipora_capitata_HIv3___TS.g4095.t4","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.0303806734992679
"176","Montipora_capitata_HIv3___TS.g4095.t4","GO:0071361","cellular response to ethanol",17,3,0.55,0.0159,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.176470588235294
"177","Montipora_capitata_HIv3___TS.g4095.t4","GO:0097107","postsynaptic density assembly",1,1,0.03,0.03207,"Biological Processes",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,1
